ticker,title,status,city,date,comparison,threshold_low,threshold_high,predicted_temp_f,std_dev,source,ai_probability_yes,predicted_direction,resolved_outcome,yes_ask_percent,yes_bid_percent,no_ask_percent,no_bid_percent,last_price_percent,result
KXHIGHLAX-26MAR03-B67.5,"Will the **high temp in LA** be 67-68° on Mar 3, 2026?",finalized,Los Angeles,"Mar 3, 2026",between,67.0,68.0,73.04,6.72,openmeteo_archive,4.23,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26MAR02-T73,"Will the **high temp in LA** be >73° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",greater_than,73.0,,74.12,6.18,openmeteo_archive,57.19,YES,NO,100.0,0.0,100.0,0.0,1.0,LOSS
KXHIGHLAX-26MAR02-T66,"Will the **high temp in LA** be <66° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",less_than,,66.0,74.12,6.18,openmeteo_archive,9.44,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26MAR02-B72.5,"Will the **high temp in LA** be 72-73° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",between,72.0,73.0,74.12,6.18,openmeteo_archive,6.23,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26MAR02-B70.5,"Will the **high temp in LA** be 70-71° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",between,70.0,71.0,74.12,6.18,openmeteo_archive,5.43,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26MAR02-B68.5,"Will the **high temp in LA** be 68-69° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",between,68.0,69.0,74.12,6.18,openmeteo_archive,4.27,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26MAR02-B66.5,"Will the **high temp in LA** be 66-67° on Mar 2, 2026?",finalized,Los Angeles,"Mar 2, 2026",between,66.0,67.0,74.12,6.18,openmeteo_archive,3.02,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26MAR01-T78,"Will the **high temp in LA** be >78° on Mar 1, 2026?",finalized,Los Angeles,"Mar 1, 2026",greater_than,78.0,,83.12,8.04,openmeteo_archive,73.79,YES,NO,100.0,0.0,100.0,0.0,1.0,LOSS
KXHIGHLAX-26MAR01-T71,"Will the **high temp in LA** be <71° on Mar 1, 2026?",finalized,Los Angeles,"Mar 1, 2026",less_than,,71.0,83.12,8.04,openmeteo_archive,6.58,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26MAR01-B77.5,"Will the **high temp in LA** be 77-78° on Mar 1, 2026?",finalized,Los Angeles,"Mar 1, 2026",between,77.0,78.0,83.12,8.04,openmeteo_archive,3.89,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26MAR01-B75.5,"Will the **high temp in LA** be 75-76° on Mar 1, 2026?",finalized,Los Angeles,"Mar 1, 2026",between,75.0,76.0,83.12,8.04,openmeteo_archive,3.17,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26MAR01-B73.5,"Will the **high temp in LA** be 73-74° on Mar 1, 2026?",finalized,Los Angeles,"Mar 1, 2026",between,73.0,74.0,83.12,8.04,openmeteo_archive,2.43,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26MAR01-B71.5,"Will the **high temp in LA** be 71-72° on Mar 1, 2026?",finalized,Los Angeles,"Mar 1, 2026",between,71.0,72.0,83.12,8.04,openmeteo_archive,1.75,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB28-T80,"Will the **high temp in LA** be >80° on Feb 28, 2026?",finalized,Los Angeles,"Feb 28, 2026",greater_than,80.0,,86.0,8.4,openmeteo_archive,76.25,YES,NO,100.0,0.0,100.0,0.0,1.0,LOSS
KXHIGHLAX-26FEB28-T73,"Will the **high temp in LA** be <73° on Feb 28, 2026?",finalized,Los Angeles,"Feb 28, 2026",less_than,,73.0,86.0,8.4,openmeteo_archive,6.09,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB28-B79.5,"Will the **high temp in LA** be 79-80° on Feb 28, 2026?",finalized,Los Angeles,"Feb 28, 2026",between,79.0,80.0,86.0,8.4,openmeteo_archive,3.52,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB28-B77.5,"Will the **high temp in LA** be 77-78° on Feb 28, 2026?",finalized,Los Angeles,"Feb 28, 2026",between,77.0,78.0,86.0,8.4,openmeteo_archive,2.85,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB28-B75.5,"Will the **high temp in LA** be 75-76° on Feb 28, 2026?",finalized,Los Angeles,"Feb 28, 2026",between,75.0,76.0,86.0,8.4,openmeteo_archive,2.18,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB28-B73.5,"Will the **high temp in LA** be 73-74° on Feb 28, 2026?",finalized,Los Angeles,"Feb 28, 2026",between,73.0,74.0,86.0,8.4,openmeteo_archive,1.57,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB27-T83,"Will the **high temp in LA** be >83° on Feb 27, 2026?",finalized,Los Angeles,"Feb 27, 2026",greater_than,83.0,,86.72,10.68,openmeteo_archive,63.62,YES,YES,100.0,0.0,100.0,0.0,99.0,WIN
KXHIGHLAX-26FEB27-T76,"Will the **high temp in LA** be <76° on Feb 27, 2026?",finalized,Los Angeles,"Feb 27, 2026",less_than,,76.0,86.72,10.68,openmeteo_archive,15.78,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB27-B82.5,"Will the **high temp in LA** be 82-83° on Feb 27, 2026?",finalized,Los Angeles,"Feb 27, 2026",between,82.0,83.0,86.72,10.68,openmeteo_archive,3.45,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB27-B80.5,"Will the **high temp in LA** be 80-81° on Feb 27, 2026?",finalized,Los Angeles,"Feb 27, 2026",between,80.0,81.0,86.72,10.68,openmeteo_archive,3.15,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB27-B78.5,"Will the **high temp in LA** be 78-79° on Feb 27, 2026?",finalized,Los Angeles,"Feb 27, 2026",between,78.0,79.0,86.72,10.68,openmeteo_archive,2.78,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB27-B76.5,"Will the **high temp in LA** be 76-77° on Feb 27, 2026?",finalized,Los Angeles,"Feb 27, 2026",between,76.0,77.0,86.72,10.68,openmeteo_archive,2.36,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB26-T83,"Will the **high temp in LA** be >83° on Feb 26, 2026?",finalized,Los Angeles,"Feb 26, 2026",greater_than,83.0,,82.22,9.48,openmeteo_archive,46.72,,NO,100.0,0.0,100.0,0.0,1.0,NO_SIGNAL
KXHIGHLAX-26FEB26-T76,"Will the **high temp in LA** be <76° on Feb 26, 2026?",finalized,Los Angeles,"Feb 26, 2026",less_than,,76.0,82.22,9.48,openmeteo_archive,25.59,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB26-B82.5,"Will the **high temp in LA** be 82-83° on Feb 26, 2026?",finalized,Los Angeles,"Feb 26, 2026",between,82.0,83.0,82.22,9.48,openmeteo_archive,4.2,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB26-B80.5,"Will the **high temp in LA** be 80-81° on Feb 26, 2026?",finalized,Los Angeles,"Feb 26, 2026",between,80.0,81.0,82.22,9.48,openmeteo_archive,4.14,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB26-B78.5,"Will the **high temp in LA** be 78-79° on Feb 26, 2026?",finalized,Los Angeles,"Feb 26, 2026",between,78.0,79.0,82.22,9.48,openmeteo_archive,3.89,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB26-B76.5,"Will the **high temp in LA** be 76-77° on Feb 26, 2026?",finalized,Los Angeles,"Feb 26, 2026",between,76.0,77.0,82.22,9.48,openmeteo_archive,3.51,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB25-T80,"Will the **high temp in LA** be >80° on Feb 25, 2026?",finalized,Los Angeles,"Feb 25, 2026",greater_than,80.0,,76.1,7.14,openmeteo_archive,29.25,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB25-T73,"Will the **high temp in LA** be <73° on Feb 25, 2026?",finalized,Los Angeles,"Feb 25, 2026",less_than,,73.0,76.1,7.14,openmeteo_archive,33.21,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB25-B79.5,"Will the **high temp in LA** be 79-80° on Feb 25, 2026?",finalized,Los Angeles,"Feb 25, 2026",between,79.0,80.0,76.1,7.14,openmeteo_archive,4.99,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB25-B77.5,"Will the **high temp in LA** be 77-78° on Feb 25, 2026?",finalized,Los Angeles,"Feb 25, 2026",between,77.0,78.0,76.1,7.14,openmeteo_archive,5.48,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB25-B75.5,"Will the **high temp in LA** be 75-76° on Feb 25, 2026?",finalized,Los Angeles,"Feb 25, 2026",between,75.0,76.0,76.1,7.14,openmeteo_archive,5.56,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB25-B73.5,"Will the **high temp in LA** be 73-74° on Feb 25, 2026?",finalized,Los Angeles,"Feb 25, 2026",between,73.0,74.0,76.1,7.14,openmeteo_archive,5.23,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB24-T76,"Will the **high temp in LA** be >76° on Feb 24, 2026?",finalized,Los Angeles,"Feb 24, 2026",greater_than,76.0,,75.92,6.84,openmeteo_archive,49.53,,NO,100.0,0.0,100.0,0.0,1.0,NO_SIGNAL
KXHIGHLAX-26FEB24-T69,"Will the **high temp in LA** be <69° on Feb 24, 2026?",finalized,Los Angeles,"Feb 24, 2026",less_than,,69.0,75.92,6.84,openmeteo_archive,15.58,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB24-B75.5,"Will the **high temp in LA** be 75-76° on Feb 24, 2026?",finalized,Los Angeles,"Feb 24, 2026",between,75.0,76.0,75.92,6.84,openmeteo_archive,5.82,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB24-B73.5,"Will the **high temp in LA** be 73-74° on Feb 24, 2026?",finalized,Los Angeles,"Feb 24, 2026",between,73.0,74.0,75.92,6.84,openmeteo_archive,5.47,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB24-B71.5,"Will the **high temp in LA** be 71-72° on Feb 24, 2026?",finalized,Los Angeles,"Feb 24, 2026",between,71.0,72.0,75.92,6.84,openmeteo_archive,4.73,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB24-B69.5,"Will the **high temp in LA** be 69-70° on Feb 24, 2026?",finalized,Los Angeles,"Feb 24, 2026",between,69.0,70.0,75.92,6.84,openmeteo_archive,3.75,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB23-T78,"Will the **high temp in LA** be >78° on Feb 23, 2026?",finalized,Los Angeles,"Feb 23, 2026",greater_than,78.0,,77.18,10.92,openmeteo_archive,47.01,,NO,100.0,0.0,100.0,0.0,1.0,NO_SIGNAL
KXHIGHLAX-26FEB23-T71,"Will the **high temp in LA** be <71° on Feb 23, 2026?",finalized,Los Angeles,"Feb 23, 2026",less_than,,71.0,77.18,10.92,openmeteo_archive,28.57,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB23-B77.5,"Will the **high temp in LA** be 77-78° on Feb 23, 2026?",finalized,Los Angeles,"Feb 23, 2026",between,77.0,78.0,77.18,10.92,openmeteo_archive,3.65,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB23-B75.5,"Will the **high temp in LA** be 75-76° on Feb 23, 2026?",finalized,Los Angeles,"Feb 23, 2026",between,75.0,76.0,77.18,10.92,openmeteo_archive,3.61,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB23-B73.5,"Will the **high temp in LA** be 73-74° on Feb 23, 2026?",finalized,Los Angeles,"Feb 23, 2026",between,73.0,74.0,77.18,10.92,openmeteo_archive,3.45,NO,YES,100.0,0.0,100.0,0.0,98.0,LOSS
KXHIGHLAX-26FEB23-B71.5,"Will the **high temp in LA** be 71-72° on Feb 23, 2026?",finalized,Los Angeles,"Feb 23, 2026",between,71.0,72.0,77.18,10.92,openmeteo_archive,3.19,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB22-T74,"Will the **high temp in LA** be >74° on Feb 22, 2026?",finalized,Los Angeles,"Feb 22, 2026",greater_than,74.0,,71.42,9.72,openmeteo_archive,39.53,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB22-T67,"Will the **high temp in LA** be <67° on Feb 22, 2026?",finalized,Los Angeles,"Feb 22, 2026",less_than,,67.0,71.42,9.72,openmeteo_archive,32.47,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB22-B73.5,"Will the **high temp in LA** be 73-74° on Feb 22, 2026?",finalized,Los Angeles,"Feb 22, 2026",between,73.0,74.0,71.42,9.72,openmeteo_archive,4.01,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB22-B71.5,"Will the **high temp in LA** be 71-72° on Feb 22, 2026?",finalized,Los Angeles,"Feb 22, 2026",between,71.0,72.0,71.42,9.72,openmeteo_archive,4.1,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB22-B69.5,"Will the **high temp in LA** be 69-70° on Feb 22, 2026?",finalized,Los Angeles,"Feb 22, 2026",between,69.0,70.0,71.42,9.72,openmeteo_archive,4.02,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB22-B67.5,"Will the **high temp in LA** be 67-68° on Feb 22, 2026?",finalized,Los Angeles,"Feb 22, 2026",between,67.0,68.0,71.42,9.72,openmeteo_archive,3.78,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB21-T73,"Will the **high temp in LA** be >73° on Feb 21, 2026?",finalized,Los Angeles,"Feb 21, 2026",greater_than,73.0,,66.02,9.12,openmeteo_archive,22.2,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB21-T66,"Will the **high temp in LA** be <66° on Feb 21, 2026?",finalized,Los Angeles,"Feb 21, 2026",less_than,,66.0,66.02,9.12,openmeteo_archive,49.91,,NO,100.0,0.0,100.0,0.0,1.0,NO_SIGNAL
KXHIGHLAX-26FEB21-B72.5,"Will the **high temp in LA** be 72-73° on Feb 21, 2026?",finalized,Los Angeles,"Feb 21, 2026",between,72.0,73.0,66.02,9.12,openmeteo_archive,3.4,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB21-B70.5,"Will the **high temp in LA** be 70-71° on Feb 21, 2026?",finalized,Los Angeles,"Feb 21, 2026",between,70.0,71.0,66.02,9.12,openmeteo_archive,3.88,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB21-B68.5,"Will the **high temp in LA** be 68-69° on Feb 21, 2026?",finalized,Los Angeles,"Feb 21, 2026",between,68.0,69.0,66.02,9.12,openmeteo_archive,4.21,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB21-B66.5,"Will the **high temp in LA** be 66-67° on Feb 21, 2026?",finalized,Los Angeles,"Feb 21, 2026",between,66.0,67.0,66.02,9.12,openmeteo_archive,4.37,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB20-T63,"Will the **high temp in LA** be >63° on Feb 20, 2026?",finalized,Los Angeles,"Feb 20, 2026",greater_than,63.0,,58.28,7.38,openmeteo_archive,26.12,NO,NO,100.0,0.0,100.0,0.0,4.0,WIN
KXHIGHLAX-26FEB20-T56,"Will the **high temp in LA** be <56° on Feb 20, 2026?",finalized,Los Angeles,"Feb 20, 2026",less_than,,56.0,58.28,7.38,openmeteo_archive,37.87,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB20-B62.5,"Will the **high temp in LA** be 62-63° on Feb 20, 2026?",finalized,Los Angeles,"Feb 20, 2026",between,62.0,63.0,58.28,7.38,openmeteo_archive,4.59,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB20-B60.5,"Will the **high temp in LA** be 60-61° on Feb 20, 2026?",finalized,Los Angeles,"Feb 20, 2026",between,60.0,61.0,58.28,7.38,openmeteo_archive,5.16,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB20-B58.5,"Will the **high temp in LA** be 58-59° on Feb 20, 2026?",finalized,Los Angeles,"Feb 20, 2026",between,58.0,59.0,58.28,7.38,openmeteo_archive,5.4,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB20-B56.5,"Will the **high temp in LA** be 56-57° on Feb 20, 2026?",finalized,Los Angeles,"Feb 20, 2026",between,56.0,57.0,58.28,7.38,openmeteo_archive,5.25,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB19-T64,"Will the **high temp in LA** be >64° on Feb 19, 2026?",finalized,Los Angeles,"Feb 19, 2026",greater_than,64.0,,55.76,4.02,openmeteo_archive,2.02,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB19-T57,"Will the **high temp in LA** be <57° on Feb 19, 2026?",finalized,Los Angeles,"Feb 19, 2026",less_than,,57.0,55.76,4.02,openmeteo_archive,62.11,YES,NO,100.0,0.0,100.0,0.0,1.0,LOSS
KXHIGHLAX-26FEB19-B63.5,"Will the **high temp in LA** be 63-64° on Feb 19, 2026?",finalized,Los Angeles,"Feb 19, 2026",between,63.0,64.0,55.76,4.02,openmeteo_archive,1.57,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB19-B61.5,"Will the **high temp in LA** be 61-62° on Feb 19, 2026?",finalized,Los Angeles,"Feb 19, 2026",between,61.0,62.0,55.76,4.02,openmeteo_archive,3.59,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB19-B59.5,"Will the **high temp in LA** be 59-60° on Feb 19, 2026?",finalized,Los Angeles,"Feb 19, 2026",between,59.0,60.0,55.76,4.02,openmeteo_archive,6.44,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB19-B57.5,"Will the **high temp in LA** be 57-58° on Feb 19, 2026?",finalized,Los Angeles,"Feb 19, 2026",between,57.0,58.0,55.76,4.02,openmeteo_archive,9.02,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB18-T62,"Will the **high temp in LA** be >62° on Feb 18, 2026?",finalized,Los Angeles,"Feb 18, 2026",greater_than,62.0,,58.46,3.48,openmeteo_archive,15.45,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB18-T55,"Will the **high temp in LA** be <55° on Feb 18, 2026?",finalized,Los Angeles,"Feb 18, 2026",less_than,,55.0,58.46,3.48,openmeteo_archive,16.0,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB18-B61.5,"Will the **high temp in LA** be 61-62° on Feb 18, 2026?",finalized,Los Angeles,"Feb 18, 2026",between,61.0,62.0,58.46,3.48,openmeteo_archive,7.82,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB18-B59.5,"Will the **high temp in LA** be 59-60° on Feb 18, 2026?",finalized,Los Angeles,"Feb 18, 2026",between,59.0,60.0,58.46,3.48,openmeteo_archive,10.93,NO,NO,100.0,0.0,100.0,0.0,2.0,WIN
KXHIGHLAX-26FEB18-B57.5,"Will the **high temp in LA** be 57-58° on Feb 18, 2026?",finalized,Los Angeles,"Feb 18, 2026",between,57.0,58.0,58.46,3.48,openmeteo_archive,11.0,NO,YES,100.0,0.0,100.0,0.0,98.0,LOSS
KXHIGHLAX-26FEB18-B55.5,"Will the **high temp in LA** be 55-56° on Feb 18, 2026?",finalized,Los Angeles,"Feb 18, 2026",between,55.0,56.0,58.46,3.48,openmeteo_archive,7.98,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB17-T66,"Will the **high temp in LA** be >66° on Feb 17, 2026?",finalized,Los Angeles,"Feb 17, 2026",greater_than,66.0,,59.0,3.96,openmeteo_archive,3.86,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB17-T59,"Will the **high temp in LA** be <59° on Feb 17, 2026?",finalized,Los Angeles,"Feb 17, 2026",less_than,,59.0,59.0,3.96,openmeteo_archive,50.0,,NO,100.0,0.0,100.0,0.0,1.0,NO_SIGNAL
KXHIGHLAX-26FEB17-B65.5,"Will the **high temp in LA** be 65-66° on Feb 17, 2026?",finalized,Los Angeles,"Feb 17, 2026",between,65.0,66.0,59.0,3.96,openmeteo_archive,2.63,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB17-B63.5,"Will the **high temp in LA** be 63-64° on Feb 17, 2026?",finalized,Los Angeles,"Feb 17, 2026",between,63.0,64.0,59.0,3.96,openmeteo_archive,5.29,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB17-B61.5,"Will the **high temp in LA** be 61-62° on Feb 17, 2026?",finalized,Los Angeles,"Feb 17, 2026",between,61.0,62.0,59.0,3.96,openmeteo_archive,8.24,NO,NO,100.0,0.0,100.0,0.0,3.0,WIN
KXHIGHLAX-26FEB17-B59.5,"Will the **high temp in LA** be 59-60° on Feb 17, 2026?",finalized,Los Angeles,"Feb 17, 2026",between,59.0,60.0,59.0,3.96,openmeteo_archive,9.97,NO,YES,100.0,0.0,100.0,0.0,99.0,LOSS
KXHIGHLAX-26FEB16-T65,"Will the **high temp in LA** be >65° on Feb 16, 2026?",finalized,Los Angeles,"Feb 16, 2026",greater_than,65.0,,55.04,2.28,openmeteo_archive,0.0,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB16-T58,"Will the **high temp in LA** be <58° on Feb 16, 2026?",finalized,Los Angeles,"Feb 16, 2026",less_than,,58.0,55.04,2.28,openmeteo_archive,90.29,YES,NO,100.0,0.0,100.0,0.0,1.0,LOSS
KXHIGHLAX-26FEB16-B64.5,"Will the **high temp in LA** be 64-65° on Feb 16, 2026?",finalized,Los Angeles,"Feb 16, 2026",between,64.0,65.0,55.04,2.28,openmeteo_archive,0.0,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB16-B62.5,"Will the **high temp in LA** be 62-63° on Feb 16, 2026?",finalized,Los Angeles,"Feb 16, 2026",between,62.0,63.0,55.04,2.28,openmeteo_archive,0.09,NO,NO,100.0,0.0,100.0,0.0,3.0,WIN
KXHIGHLAX-26FEB16-B60.5,"Will the **high temp in LA** be 60-61° on Feb 16, 2026?",finalized,Los Angeles,"Feb 16, 2026",between,60.0,61.0,55.04,2.28,openmeteo_archive,1.03,NO,NO,100.0,0.0,100.0,0.0,3.0,WIN
KXHIGHLAX-26FEB16-B58.5,"Will the **high temp in LA** be 58-59° on Feb 16, 2026?",finalized,Los Angeles,"Feb 16, 2026",between,58.0,59.0,55.04,2.28,openmeteo_archive,5.59,NO,YES,100.0,0.0,100.0,0.0,98.0,LOSS
KXHIGHLAX-26FEB15-T69,"Will the **high temp in LA** be >69° on Feb 15, 2026?",finalized,Los Angeles,"Feb 15, 2026",greater_than,69.0,,63.5,4.14,openmeteo_archive,9.2,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB15-T62,"Will the **high temp in LA** be <62° on Feb 15, 2026?",finalized,Los Angeles,"Feb 15, 2026",less_than,,62.0,63.5,4.14,openmeteo_archive,35.86,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB15-B68.5,"Will the **high temp in LA** be 68-69° on Feb 15, 2026?",finalized,Los Angeles,"Feb 15, 2026",between,68.0,69.0,63.5,4.14,openmeteo_archive,4.65,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB15-B66.5,"Will the **high temp in LA** be 66-67° on Feb 15, 2026?",finalized,Los Angeles,"Feb 15, 2026",between,66.0,67.0,63.5,4.14,openmeteo_archive,7.4,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
KXHIGHLAX-26FEB15-B64.5,"Will the **high temp in LA** be 64-65° on Feb 15, 2026?",finalized,Los Angeles,"Feb 15, 2026",between,64.0,65.0,63.5,4.14,openmeteo_archive,9.34,NO,NO,100.0,0.0,100.0,0.0,1.0,WIN
