ticker,title,ai_probability_yes,predicted_direction,resolved_outcome,edge,confidence,result,pnl_percent
KXHIGHLAX-26FEB22-T74,"Will the **high temp in LA** be >74° on Feb 22, 2026?",15.87,NO,NO,-34.13,34.13,WIN,50.0
KXHIGHLAX-26FEB22-T67,"Will the **high temp in LA** be <67° on Feb 22, 2026?",34.46,NO,NO,-15.54,15.54,WIN,50.0
KXHIGHLAX-26FEB22-B73.5,"Will the **high temp in LA** be 73-74° on Feb 22, 2026?",5.32,NO,NO,-44.68,44.68,WIN,50.0
KXHIGHLAX-26FEB22-B71.5,"Will the **high temp in LA** be 71-72° on Feb 22, 2026?",7.03,NO,NO,-42.97,42.97,WIN,50.0
KXHIGHLAX-26FEB22-B69.5,"Will the **high temp in LA** be 69-70° on Feb 22, 2026?",7.93,NO,YES,-42.07,42.07,LOSS,-50.0
KXHIGHLAX-26FEB22-B67.5,"Will the **high temp in LA** be 67-68° on Feb 22, 2026?",7.62,NO,NO,-42.38,42.38,WIN,50.0
KXHIGHLAX-26FEB21-T73,"Will the **high temp in LA** be >73° on Feb 21, 2026?",14.92,NO,NO,-35.08,35.08,WIN,50.0
KXHIGHLAX-26FEB21-T66,"Will the **high temp in LA** be <66° on Feb 21, 2026?",35.94,NO,NO,-14.06,14.06,WIN,50.0
KXHIGHLAX-26FEB21-B72.5,"Will the **high temp in LA** be 72-73° on Feb 21, 2026?",5.13,NO,NO,-44.87,44.87,WIN,50.0
KXHIGHLAX-26FEB21-B70.5,"Will the **high temp in LA** be 70-71° on Feb 21, 2026?",6.89,NO,NO,-43.11,43.11,WIN,50.0
KXHIGHLAX-26FEB21-B68.5,"Will the **high temp in LA** be 68-69° on Feb 21, 2026?",7.89,NO,YES,-42.11,42.11,LOSS,-50.0
KXHIGHLAX-26FEB21-B66.5,"Will the **high temp in LA** be 66-67° on Feb 21, 2026?",7.7,NO,NO,-42.3,42.3,WIN,50.0
KXHIGHLAX-26FEB20-T63,"Will the **high temp in LA** be >63° on Feb 20, 2026?",76.42,YES,NO,26.42,26.42,LOSS,-50.0
KXHIGHLAX-26FEB20-T56,"Will the **high temp in LA** be <56° on Feb 20, 2026?",1.7,NO,NO,-48.3,48.3,WIN,50.0
KXHIGHLAX-26FEB20-B62.5,"Will the **high temp in LA** be 62-63° on Feb 20, 2026?",5.7,NO,NO,-44.3,44.3,WIN,50.0
KXHIGHLAX-26FEB20-B60.5,"Will the **high temp in LA** be 60-61° on Feb 20, 2026?",3.79,NO,NO,-46.21,46.21,WIN,50.0
KXHIGHLAX-26FEB20-B58.5,"Will the **high temp in LA** be 58-59° on Feb 20, 2026?",2.15,NO,YES,-47.85,47.85,LOSS,-50.0
KXHIGHLAX-26FEB20-B56.5,"Will the **high temp in LA** be 56-57° on Feb 20, 2026?",1.04,NO,NO,-48.96,48.96,WIN,50.0
KXHIGHLAX-26FEB19-T64,"Will the **high temp in LA** be >64° on Feb 19, 2026?",93.06,YES,NO,43.06,43.06,LOSS,-50.0
KXHIGHLAX-26FEB19-T57,"Will the **high temp in LA** be <57° on Feb 19, 2026?",0.2,NO,NO,-49.8,49.8,WIN,50.0
KXHIGHLAX-26FEB19-B63.5,"Will the **high temp in LA** be 63-64° on Feb 19, 2026?",2.3,NO,NO,-47.7,47.7,WIN,50.0
KXHIGHLAX-26FEB19-B61.5,"Will the **high temp in LA** be 61-62° on Feb 19, 2026?",1.13,NO,NO,-48.87,48.87,WIN,50.0
KXHIGHLAX-26FEB19-B59.5,"Will the **high temp in LA** be 59-60° on Feb 19, 2026?",0.47,NO,NO,-49.53,49.53,WIN,50.0
KXHIGHLAX-26FEB19-B57.5,"Will the **high temp in LA** be 57-58° on Feb 19, 2026?",0.17,NO,YES,-49.83,49.83,LOSS,-50.0
KXHIGHLAX-26FEB18-T62,"Will the **high temp in LA** be >62° on Feb 18, 2026?",94.95,YES,NO,44.95,44.95,LOSS,-50.0
KXHIGHLAX-26FEB18-T55,"Will the **high temp in LA** be <55° on Feb 18, 2026?",0.12,NO,NO,-49.88,49.88,WIN,50.0
KXHIGHLAX-26FEB18-B61.5,"Will the **high temp in LA** be 61-62° on Feb 18, 2026?",1.76,NO,NO,-48.24,48.24,WIN,50.0
KXHIGHLAX-26FEB18-B59.5,"Will the **high temp in LA** be 59-60° on Feb 18, 2026?",0.81,NO,NO,-49.19,49.19,WIN,50.0
KXHIGHLAX-26FEB18-B57.5,"Will the **high temp in LA** be 57-58° on Feb 18, 2026?",0.32,NO,YES,-49.68,49.68,LOSS,-50.0
KXHIGHLAX-26FEB18-B55.5,"Will the **high temp in LA** be 55-56° on Feb 18, 2026?",0.11,NO,NO,-49.89,49.89,WIN,50.0
KXHIGHLAX-26FEB17-T66,"Will the **high temp in LA** be >66° on Feb 17, 2026?",72.57,YES,NO,22.57,22.57,LOSS,-50.0
KXHIGHLAX-26FEB17-T59,"Will the **high temp in LA** be <59° on Feb 17, 2026?",2.28,NO,NO,-47.72,47.72,WIN,50.0
KXHIGHLAX-26FEB17-B65.5,"Will the **high temp in LA** be 65-66° on Feb 17, 2026?",6.24,NO,NO,-43.76,43.76,WIN,50.0
KXHIGHLAX-26FEB17-B63.5,"Will the **high temp in LA** be 63-64° on Feb 17, 2026?",4.36,NO,NO,-45.64,45.64,WIN,50.0
KXHIGHLAX-26FEB17-B61.5,"Will the **high temp in LA** be 61-62° on Feb 17, 2026?",2.6,NO,NO,-47.4,47.4,WIN,50.0
KXHIGHLAX-26FEB17-B59.5,"Will the **high temp in LA** be 59-60° on Feb 17, 2026?",1.32,NO,YES,-48.68,48.68,LOSS,-50.0
KXHIGHLAX-26FEB16-T65,"Will the **high temp in LA** be >65° on Feb 16, 2026?",71.23,YES,NO,21.23,21.23,LOSS,-50.0
KXHIGHLAX-26FEB16-T58,"Will the **high temp in LA** be <58° on Feb 16, 2026?",2.5,NO,NO,-47.5,47.5,WIN,50.0
KXHIGHLAX-26FEB16-B64.5,"Will the **high temp in LA** be 64-65° on Feb 16, 2026?",6.41,NO,NO,-43.59,43.59,WIN,50.0
KXHIGHLAX-26FEB16-B62.5,"Will the **high temp in LA** be 62-63° on Feb 16, 2026?",4.55,NO,NO,-45.45,45.45,WIN,50.0
KXHIGHLAX-26FEB16-B60.5,"Will the **high temp in LA** be 60-61° on Feb 16, 2026?",2.75,NO,NO,-47.25,47.25,WIN,50.0
KXHIGHLAX-26FEB16-B58.5,"Will the **high temp in LA** be 58-59° on Feb 16, 2026?",1.42,NO,YES,-48.58,48.58,LOSS,-50.0
KXHIGHLAX-26FEB15-T69,"Will the **high temp in LA** be >69° on Feb 15, 2026?",31.56,NO,NO,-18.44,18.44,WIN,50.0
KXHIGHLAX-26FEB15-T62,"Will the **high temp in LA** be <62° on Feb 15, 2026?",17.88,NO,NO,-32.12,32.12,WIN,50.0
KXHIGHLAX-26FEB15-B68.5,"Will the **high temp in LA** be 68-69° on Feb 15, 2026?",7.41,NO,NO,-42.59,42.59,WIN,50.0
KXHIGHLAX-26FEB15-B66.5,"Will the **high temp in LA** be 66-67° on Feb 15, 2026?",7.96,NO,NO,-42.04,42.04,WIN,50.0
KXHIGHLAX-26FEB15-B64.5,"Will the **high temp in LA** be 64-65° on Feb 15, 2026?",7.3,NO,NO,-42.7,42.7,WIN,50.0
KXHIGHLAX-26FEB15-B62.5,"Will the **high temp in LA** be 62-63° on Feb 15, 2026?",5.7,NO,YES,-44.3,44.3,LOSS,-50.0
KXHIGHLAX-26FEB14-T69,"Will the **high temp in LA** be >69° on Feb 14, 2026?",68.44,YES,NO,18.44,18.44,LOSS,-50.0
KXHIGHLAX-26FEB14-T62,"Will the **high temp in LA** be <62° on Feb 14, 2026?",3.01,NO,NO,-46.99,46.99,WIN,50.0
KXHIGHLAX-26FEB14-B68.5,"Will the **high temp in LA** be 68-69° on Feb 14, 2026?",6.74,NO,YES,-43.26,43.26,LOSS,-50.0
KXHIGHLAX-26FEB14-B66.5,"Will the **high temp in LA** be 66-67° on Feb 14, 2026?",4.94,NO,NO,-45.06,45.06,WIN,50.0
KXHIGHLAX-26FEB14-B64.5,"Will the **high temp in LA** be 64-65° on Feb 14, 2026?",3.08,NO,NO,-46.92,46.92,WIN,50.0
KXHIGHLAX-26FEB14-B62.5,"Will the **high temp in LA** be 62-63° on Feb 14, 2026?",1.64,NO,NO,-48.36,48.36,WIN,50.0
KXHIGHLAX-26FEB13-T73,"Will the **high temp in LA** be >73° on Feb 13, 2026?",28.77,NO,NO,-21.23,21.23,WIN,50.0
KXHIGHLAX-26FEB13-T66,"Will the **high temp in LA** be <66° on Feb 13, 2026?",20.05,NO,NO,-29.95,29.95,WIN,50.0
KXHIGHLAX-26FEB13-B72.5,"Will the **high temp in LA** be 72-73° on Feb 13, 2026?",7.17,NO,NO,-42.83,42.83,WIN,50.0
KXHIGHLAX-26FEB13-B70.5,"Will the **high temp in LA** be 70-71° on Feb 13, 2026?",7.95,NO,NO,-42.05,42.05,WIN,50.0
KXHIGHLAX-26FEB13-B68.5,"Will the **high temp in LA** be 68-69° on Feb 13, 2026?",7.52,NO,YES,-42.48,42.48,LOSS,-50.0
KXHIGHLAX-26FEB13-B66.5,"Will the **high temp in LA** be 66-67° on Feb 13, 2026?",6.06,NO,NO,-43.94,43.94,WIN,50.0
KXHIGHLAX-26FEB12-T71,"Will the **high temp in LA** be >71° on Feb 12, 2026?",34.46,NO,NO,-15.54,15.54,WIN,50.0
KXHIGHLAX-26FEB12-T64,"Will the **high temp in LA** be <64° on Feb 12, 2026?",15.87,NO,NO,-34.13,34.13,WIN,50.0
KXHIGHLAX-26FEB12-B70.5,"Will the **high temp in LA** be 70-71° on Feb 12, 2026?",7.62,NO,NO,-42.38,42.38,WIN,50.0
KXHIGHLAX-26FEB12-B68.5,"Will the **high temp in LA** be 68-69° on Feb 12, 2026?",7.93,NO,NO,-42.07,42.07,WIN,50.0
KXHIGHLAX-26FEB12-B66.5,"Will the **high temp in LA** be 66-67° on Feb 12, 2026?",7.03,NO,NO,-42.97,42.97,WIN,50.0
KXHIGHLAX-26FEB12-B64.5,"Will the **high temp in LA** be 64-65° on Feb 12, 2026?",5.32,NO,YES,-44.68,44.68,LOSS,-50.0
KXHIGHLAX-26FEB11-T62,"Will the **high temp in LA** be <62° on Feb 11, 2026?",12.3,NO,NO,-37.7,37.7,WIN,50.0
KXHIGHLAX-26FEB11-B68.5,"Will the **high temp in LA** be 68-69° on Feb 11, 2026?",7.89,NO,NO,-42.11,42.11,WIN,50.0
KXHIGHLAX-26FEB11-B66.5,"Will the **high temp in LA** be 66-67° on Feb 11, 2026?",7.7,NO,NO,-42.3,42.3,WIN,50.0
KXHIGHLAX-26FEB11-B64.5,"Will the **high temp in LA** be 64-65° on Feb 11, 2026?",6.41,NO,YES,-43.59,43.59,LOSS,-50.0
KXHIGHLAX-26FEB11-B62.5,"Will the **high temp in LA** be 62-63° on Feb 11, 2026?",4.55,NO,NO,-45.45,45.45,WIN,50.0
KXHIGHLAX-26FEB10-T70,"Will the **high temp in LA** be >70° on Feb 10, 2026?",24.83,NO,NO,-25.17,25.17,WIN,50.0
KXHIGHLAX-26FEB10-T63,"Will the **high temp in LA** be <63° on Feb 10, 2026?",23.58,NO,NO,-26.42,26.42,WIN,50.0
KXHIGHLAX-26FEB10-B69.5,"Will the **high temp in LA** be 69-70° on Feb 10, 2026?",6.74,NO,NO,-43.26,43.26,WIN,50.0
KXHIGHLAX-26FEB10-B67.5,"Will the **high temp in LA** be 67-68° on Feb 10, 2026?",7.84,NO,NO,-42.16,42.16,WIN,50.0
KXHIGHLAX-26FEB10-B65.5,"Will the **high temp in LA** be 65-66° on Feb 10, 2026?",7.78,NO,YES,-42.22,42.22,LOSS,-50.0
KXHIGHLAX-26FEB10-B63.5,"Will the **high temp in LA** be 63-64° on Feb 10, 2026?",6.58,NO,NO,-43.42,43.42,WIN,50.0
KXHIGHLAX-26FEB09-T81,"Will the **high temp in LA** be >81° on Feb 9, 2026?",2.74,NO,NO,-47.26,47.26,WIN,50.0
KXHIGHLAX-26FEB09-T74,"Will the **high temp in LA** be <74° on Feb 9, 2026?",69.85,YES,NO,19.85,19.85,LOSS,-50.0
KXHIGHLAX-26FEB09-B80.5,"Will the **high temp in LA** be 80-81° on Feb 9, 2026?",1.53,NO,NO,-48.47,48.47,WIN,50.0
KXHIGHLAX-26FEB09-B78.5,"Will the **high temp in LA** be 78-79° on Feb 9, 2026?",2.92,NO,NO,-47.08,47.08,WIN,50.0
KXHIGHLAX-26FEB09-B76.5,"Will the **high temp in LA** be 76-77° on Feb 9, 2026?",4.74,NO,YES,-45.26,45.26,LOSS,-50.0
KXHIGHLAX-26FEB09-B74.5,"Will the **high temp in LA** be 74-75° on Feb 9, 2026?",6.58,NO,NO,-43.42,43.42,WIN,50.0
KXHIGHLAX-26FEB08-T82,"Will the **high temp in LA** be >82° on Feb 8, 2026?",0.91,NO,NO,-49.09,49.09,WIN,50.0
KXHIGHLAX-26FEB08-T75,"Will the **high temp in LA** be <75° on Feb 8, 2026?",83.15,YES,NO,33.15,33.15,LOSS,-50.0
KXHIGHLAX-26FEB08-B81.5,"Will the **high temp in LA** be 81-82° on Feb 8, 2026?",0.62,NO,YES,-49.38,49.38,LOSS,-50.0
KXHIGHLAX-26FEB08-B79.5,"Will the **high temp in LA** be 79-80° on Feb 8, 2026?",1.42,NO,NO,-48.58,48.58,WIN,50.0
KXHIGHLAX-26FEB08-B77.5,"Will the **high temp in LA** be 77-78° on Feb 8, 2026?",2.75,NO,NO,-47.25,47.25,WIN,50.0
KXHIGHLAX-26FEB08-B75.5,"Will the **high temp in LA** be 75-76° on Feb 8, 2026?",4.55,NO,NO,-45.45,45.45,WIN,50.0
KXHIGHLAX-26FEB07-T75,"Will the **high temp in LA** be >75° on Feb 7, 2026?",11.51,NO,NO,-38.49,38.49,WIN,50.0
KXHIGHLAX-26FEB07-B74.5,"Will the **high temp in LA** be 74-75° on Feb 7, 2026?",4.36,NO,NO,-45.64,45.64,WIN,50.0
KXHIGHLAX-26FEB07-B72.5,"Will the **high temp in LA** be 72-73° on Feb 7, 2026?",6.24,NO,NO,-43.76,43.76,WIN,50.0
KXHIGHLAX-26FEB07-B70.5,"Will the **high temp in LA** be 70-71° on Feb 7, 2026?",7.62,NO,YES,-42.38,42.38,LOSS,-50.0
KXHIGHLAX-26FEB07-B68.5,"Will the **high temp in LA** be 68-69° on Feb 7, 2026?",7.93,NO,NO,-42.07,42.07,WIN,50.0
KXHIGHLAX-26FEB06-T74,"Will the **high temp in LA** be >74° on Feb 6, 2026?",10.75,NO,NO,-39.25,39.25,WIN,50.0
KXHIGHLAX-26FEB06-B73.5,"Will the **high temp in LA** be 73-74° on Feb 6, 2026?",4.17,NO,NO,-45.83,45.83,WIN,50.0
KXHIGHLAX-26FEB06-B71.5,"Will the **high temp in LA** be 71-72° on Feb 6, 2026?",6.06,NO,NO,-43.94,43.94,WIN,50.0
KXHIGHLAX-26FEB06-B69.5,"Will the **high temp in LA** be 69-70° on Feb 6, 2026?",7.52,NO,NO,-42.48,42.48,WIN,50.0
KXHIGHLAX-26FEB06-B67.5,"Will the **high temp in LA** be 67-68° on Feb 6, 2026?",7.95,NO,YES,-42.05,42.05,LOSS,-50.0
KXHIGHLAX-26FEB05-T84,"Will the **high temp in LA** be >84° on Feb 5, 2026?",0.03,NO,NO,-49.97,49.97,WIN,50.0
KXHIGHLAX-26FEB05-T77,"Will the **high temp in LA** be <77° on Feb 5, 2026?",98.12,YES,NO,48.12,48.12,LOSS,-50.0
KXHIGHLAX-26FEB05-B83.5,"Will the **high temp in LA** be 83-84° on Feb 5, 2026?",0.03,NO,YES,-49.97,49.97,LOSS,-50.0
KXHIGHLAX-26FEB05-B81.5,"Will the **high temp in LA** be 81-82° on Feb 5, 2026?",0.1,NO,NO,-49.9,49.9,WIN,50.0
KXHIGHLAX-26FEB05-B79.5,"Will the **high temp in LA** be 79-80° on Feb 5, 2026?",0.29,NO,NO,-49.71,49.71,WIN,50.0
KXHIGHLAX-26FEB05-B77.5,"Will the **high temp in LA** be 77-78° on Feb 5, 2026?",0.75,NO,NO,-49.25,49.25,WIN,50.0
KXHIGHLAX-26FEB04-T87,"Will the **high temp in LA** be >87° on Feb 4, 2026?",0.09,NO,NO,-49.91,49.91,WIN,50.0
KXHIGHLAX-26FEB04-T80,"Will the **high temp in LA** be <80° on Feb 4, 2026?",95.73,YES,NO,45.73,45.73,LOSS,-50.0
KXHIGHLAX-26FEB04-B86.5,"Will the **high temp in LA** be 86-87° on Feb 4, 2026?",0.08,NO,YES,-49.92,49.92,LOSS,-50.0
KXHIGHLAX-26FEB04-B84.5,"Will the **high temp in LA** be 84-85° on Feb 4, 2026?",0.26,NO,NO,-49.74,49.74,WIN,50.0
KXHIGHLAX-26FEB04-B82.5,"Will the **high temp in LA** be 82-83° on Feb 4, 2026?",0.68,NO,NO,-49.32,49.32,WIN,50.0
KXHIGHLAX-26FEB04-B80.5,"Will the **high temp in LA** be 80-81° on Feb 4, 2026?",1.53,NO,NO,-48.47,48.47,WIN,50.0
KXHIGHLAX-26FEB03-T81,"Will the **high temp in LA** be >81° on Feb 3, 2026?",1.54,NO,NO,-48.46,48.46,WIN,50.0
KXHIGHLAX-26FEB03-T74,"Will the **high temp in LA** be <74° on Feb 3, 2026?",77.64,YES,NO,27.64,27.64,LOSS,-50.0
KXHIGHLAX-26FEB03-B80.5,"Will the **high temp in LA** be 80-81° on Feb 3, 2026?",0.96,NO,NO,-49.04,49.04,WIN,50.0
KXHIGHLAX-26FEB03-B78.5,"Will the **high temp in LA** be 78-79° on Feb 3, 2026?",2.02,NO,NO,-47.98,47.98,WIN,50.0
KXHIGHLAX-26FEB03-B76.5,"Will the **high temp in LA** be 76-77° on Feb 3, 2026?",3.61,NO,NO,-46.39,46.39,WIN,50.0
KXHIGHLAX-26FEB03-B74.5,"Will the **high temp in LA** be 74-75° on Feb 3, 2026?",5.51,NO,YES,-44.49,44.49,LOSS,-50.0
KXHIGHLAX-26FEB02-T76,"Will the **high temp in LA** be >76° on Feb 2, 2026?",8.08,NO,NO,-41.92,41.92,WIN,50.0
KXHIGHLAX-26FEB02-B75.5,"Will the **high temp in LA** be 75-76° on Feb 2, 2026?",3.43,NO,NO,-46.57,46.57,WIN,50.0
KXHIGHLAX-26FEB02-B73.5,"Will the **high temp in LA** be 73-74° on Feb 2, 2026?",5.32,NO,YES,-44.68,44.68,LOSS,-50.0
KXHIGHLAX-26FEB02-B71.5,"Will the **high temp in LA** be 71-72° on Feb 2, 2026?",7.03,NO,NO,-42.97,42.97,WIN,50.0
KXHIGHLAX-26FEB02-B69.5,"Will the **high temp in LA** be 69-70° on Feb 2, 2026?",7.93,NO,NO,-42.07,42.07,WIN,50.0
KXHIGHLAX-26FEB01-T79,"Will the **high temp in LA** be >79° on Feb 1, 2026?",1.25,NO,NO,-48.75,48.75,WIN,50.0
KXHIGHLAX-26FEB01-T72,"Will the **high temp in LA** be <72° on Feb 1, 2026?",79.95,YES,NO,29.95,29.95,LOSS,-50.0
KXHIGHLAX-26FEB01-B78.5,"Will the **high temp in LA** be 78-79° on Feb 1, 2026?",0.81,NO,YES,-49.19,49.19,LOSS,-50.0
KXHIGHLAX-26FEB01-B76.5,"Will the **high temp in LA** be 76-77° on Feb 1, 2026?",1.76,NO,NO,-48.24,48.24,WIN,50.0
KXHIGHLAX-26FEB01-B74.5,"Will the **high temp in LA** be 74-75° on Feb 1, 2026?",3.26,NO,NO,-46.74,46.74,WIN,50.0
KXHIGHLAX-26FEB01-B72.5,"Will the **high temp in LA** be 72-73° on Feb 1, 2026?",5.13,NO,NO,-44.87,44.87,WIN,50.0
KXHIGHLAX-26JAN31-T88,"Will the **high temp in LA** be >88° on Jan 31, 2026?",0.0,NO,NO,-50.0,50.0,WIN,50.0
KXHIGHLAX-26JAN31-T81,"Will the **high temp in LA** be <81° on Jan 31, 2026?",99.77,YES,NO,49.77,49.77,LOSS,-50.0
KXHIGHLAX-26JAN31-B87.5,"Will the **high temp in LA** be 87-88° on Jan 31, 2026?",0.0,NO,NO,-50.0,50.0,WIN,50.0
KXHIGHLAX-26JAN31-B85.5,"Will the **high temp in LA** be 85-86° on Jan 31, 2026?",0.01,NO,YES,-49.99,49.99,LOSS,-50.0
KXHIGHLAX-26JAN31-B83.5,"Will the **high temp in LA** be 83-84° on Jan 31, 2026?",0.03,NO,NO,-49.97,49.97,WIN,50.0
KXHIGHLAX-26JAN31-B81.5,"Will the **high temp in LA** be 81-82° on Jan 31, 2026?",0.11,NO,NO,-49.89,49.89,WIN,50.0
KXHIGHLAX-26JAN30-T86,"Will the **high temp in LA** be >86° on Jan 30, 2026?",0.0,NO,NO,-50.0,50.0,WIN,50.0
KXHIGHLAX-26JAN30-T79,"Will the **high temp in LA** be <79° on Jan 30, 2026?",99.63,YES,NO,49.63,49.63,LOSS,-50.0
KXHIGHLAX-26JAN30-B85.5,"Will the **high temp in LA** be 85-86° on Jan 30, 2026?",0.0,NO,NO,-50.0,50.0,WIN,50.0
KXHIGHLAX-26JAN30-B83.5,"Will the **high temp in LA** be 83-84° on Jan 30, 2026?",0.01,NO,YES,-49.99,49.99,LOSS,-50.0
KXHIGHLAX-26JAN30-B81.5,"Will the **high temp in LA** be 81-82° on Jan 30, 2026?",0.05,NO,NO,-49.95,49.95,WIN,50.0
KXHIGHLAX-26JAN30-B79.5,"Will the **high temp in LA** be 79-80° on Jan 30, 2026?",0.17,NO,NO,-49.83,49.83,WIN,50.0
